Symbol  ,Date    ,Time  ,Open  ,High    ,Low   ,Closed,,,,,
NIFTY_F1,20150904,14:59,7667.65,7673.2,7665.5,7673.2,48675,25632176,,,
NIFTY_F1,20150904,15:00,7670.85,7672.55,7669.95,7671.8,47700,25632176,,,
NIFTY_F1,20150904,15:01,7669.95,7674.9,7669.95,7671.25,46000,25632176,,,
NIFTY_F1,20150904,15:02,7672.1,7674.75,7671.85,7673,33675,24988200,,,
NIFTY_F1,20150904,15:03,7673.3,7673.3,7668.05,7671.05,32000,24988200,,,
NIFTY_F1,20150904,15:04,7671,7672.5,7666.1,7669.9,42325,24988200,,,
NIFTY_F1,20150904,15:05,7669.5,7671,7667.5,7669.45,39550,24985524,,,
NIFTY_F1,20150904,15:06,7669.45,7670,7667.3,7669,37025,24985524,,,
NIFTY_F1,20150904,15:07,7670,7670,7662.95,7662.95,43300,24985524,,,
NIFTY_F1,20150904,15:08,7662.4,7667.5,7661.7,7664,52575,25000676,,,
NIFTY_F1,20150904,15:09,7663.25,7665,7661.45,7661.5,40275,25000676,,,
NIFTY_F1,20150904,15:10,7661,7661.1,7657.85,7661.1,91200,25000676,,,
NIFTY_F1,20150904,15:11,7662,7665.15,7661.45,7665,55000,24996650,,,
NIFTY_F1,20150904,15:12,7665,7669,7665,7667.05,43550,24996650,,,
NIFTY_F1,20150904,15:13,7667.75,7668.15,7663.1,7663.1,42950,24996650,,,
NIFTY_F1,20150904,15:14,7663.95,7665.85,7663.05,7665,44925,24993976,,,
NIFTY_F1,20150904,15:15,7664.45,7666.95,7662.5,7665.55,38525,24993976,,,
NIFTY_F1,20150904,15:16,7665.8,7666.25,7661,7661.55,56500,24993976,,,
NIFTY_F1,20150904,15:17,7661.95,7663.7,7661,7661.3,74225,24913524,,,
NIFTY_F1,20150904,15:18,7662.05,7664.85,7660.85,7664.85,50725,24913524,,,
NIFTY_F1,20150904,15:19,7664.85,7666.4,7662.95,7665,51650,24913524,,,
NIFTY_F1,20150904,15:20,7664.8,7667,7664.6,7665,66850,24883076,,,
NIFTY_F1,20150904,15:21,7665.05,7665.05,7662.55,7663.2,49600,24883076,,,
NIFTY_F1,20150904,15:22,7663,7666.65,7662.55,7666,70550,24883076,,,
NIFTY_F1,20150904,15:23,7665.15,7667.45,7664.6,7665,65275,24842424,,,
NIFTY_F1,20150904,15:24,7665.45,7667,7664,7664.95,80900,24842424,,,
NIFTY_F1,20150904,15:25,7664.8,7664.95,7662.25,7663.15,71625,24842424,,,
NIFTY_F1,20150904,15:26,7663.1,7665,7662.9,7664.4,72925,24765024,,,
NIFTY_F1,20150904,15:27,7664.4,7665,7662.75,7662.75,71325,24765024,,,
NIFTY_F1,20150904,15:28,7663.4,7663.4,7660.3,7660.3,86725,24765024,,,
NIFTY_F1,20150904,15:29,7660.35,7660.95,7659.35,7660.05,143225,24701150,,,
NIFTY_F1,20150904,15:30,7660.55,7662.95,7660,7661.5,115400,24701150,,,
NIFTY_F1,20150907,9:16,7677.75,7679.4,7658.5,7659.2,201475,23195250,,,
NIFTY_F1,20150907,9:17,7657.8,7684.8,7657.8,7683.95,124150,23281176,,,
NIFTY_F1,20150907,9:18,7684.8,7695.35,7683,7684.95,107100,23281176,,,
NIFTY_F1,20150907,9:19,7685,7688.95,7682.5,7683,55700,23281176,,,
NIFTY_F1,20150907,9:20,7683,7691.3,7683,7691.3,66950,23299400,,,
NIFTY_F1,20150907,9:21,7691.3,7699,7686.65,7688.8,90175,23299400,,,
NIFTY_F1,20150907,9:22,7690,7697.5,7688.3,7697,60425,23299400,,,
NIFTY_F1,20150907,9:23,7697.5,7704,7695,7701.05,144700,23337976,,,
NIFTY_F1,20150907,9:24,7701.05,7706.7,7695.75,7699.05,189900,23337976,,,
NIFTY_F1,20150907,9:25,7699,7719.4,7699,7717.05,202775,23337976,,,
NIFTY_F1,20150907,9:26,7716.45,7725.7,7716.45,7721.1,186850,23295624,,,
NIFTY_F1,20150907,9:27,7721.1,7724,7714.7,7715.3,85525,23295624,,,
NIFTY_F1,20150907,9:28,7715.3,7722.4,7715.3,7716,93325,23295624,,,
NIFTY_F1,20150907,9:29,7717,7717,7706.55,7709,78650,23298576,,,
NIFTY_F1,20150907,9:30,7708.5,7720.3,7708.5,7717.3,83150,23298576,,,
NIFTY_F1,20150907,9:31,7717.05,7717.05,7709.1,7712.35,48825,23298576,,,
NIFTY_F1,20150907,9:32,7712.85,7716.85,7707.2,7708,39000,23311100,,,
NIFTY_F1,20150907,9:33,7707.9,7708.2,7701.1,7706,85375,23311100,,,
NIFTY_F1,20150907,9:34,7705.9,7705.9,7701,7701,28250,23311100,,,
NIFTY_F1,20150907,9:35,7701,7707.3,7700,7704.1,61075,23309300,,,
NIFTY_F1,20150907,9:36,7703.85,7706,7703.5,7703.5,17600,23309300,,,
NIFTY_F1,20150907,9:37,7703.5,7703.5,7696.15,7697,49425,23309300,,,
NIFTY_F1,20150907,9:38,7697.4,7698.45,7691,7691,48275,23314450,,,
NIFTY_F1,20150907,9:39,7687,7695.65,7687,7692.45,62125,23314450,,,
NIFTY_F1,20150907,9:40,7692.95,7698.75,7692.05,7694.05,41450,23314450,,,
NIFTY_F1,20150907,9:41,7694,7694,7684.6,7684.6,55275,23344100,,,
NIFTY_F1,20150907,9:42,7686,7686.85,7677,7678.8,100150,23344100,,,
NIFTY_F1,20150907,9:43,7678.1,7688,7678,7687,63925,23344100,,,
NIFTY_F1,20150907,9:44,7687,7688.85,7680.15,7680.55,67675,23386076,,,
NIFTY_F1,20150907,9:45,7680.05,7681.7,7674.5,7678.9,78475,23386076,,,
NIFTY_F1,20150907,9:46,7678.05,7679.3,7669.5,7672.65,97350,23386076,,,
NIFTY_F1,20150907,9:47,7673.5,7674,7662.05,7666.55,106850,23458724,,,
NIFTY_F1,20150907,9:48,7668,7671.9,7666,7666.15,56150,23458724,,,
NIFTY_F1,20150907,9:49,7665,7665,7655,7661.75,109225,23458724,,,
NIFTY_F1,20150907,9:50,7662.8,7667.05,7660.1,7661.2,67800,23539350,,,
NIFTY_F1,20150907,9:51,7661.95,7666,7661.95,7663.5,54200,23539350,,,
NIFTY_F1,20150907,9:52,7663.7,7669.85,7661.8,7662,64325,23539350,,,
NIFTY_F1,20150907,9:53,7661.8,7664.5,7641.3,7644.25,159275,23573250,,,
NIFTY_F1,20150907,9:54,7643.15,7644.85,7633,7633,129925,23573250,,,
NIFTY_F1,20150907,9:55,7634.85,7637,7621,7633.5,212950,23573250,,,
NIFTY_F1,20150907,9:56,7631.85,7635,7624.1,7634.2,93800,23679624,,,
NIFTY_F1,20150907,9:57,7635,7637.9,7630.25,7636,86100,23679624,,,
NIFTY_F1,20150907,9:58,7636.5,7637,7628.3,7633.65,72650,23679624,,,
NIFTY_F1,20150907,9:59,7633,7640.4,7632.5,7639,43175,23611124,,,
NIFTY_F1,20150907,10:00,7639.35,7647,7639,7642.7,48400,23611124,,,
NIFTY_F1,20150907,10:01,7644,7647.35,7641.05,7644,42000,23611124,,,
NIFTY_F1,20150907,10:02,7644.25,7644.25,7638.3,7638.3,51450,23588476,,,
NIFTY_F1,20150907,10:03,7639,7647.5,7638.4,7646.45,30500,23588476,,,
NIFTY_F1,20150907,10:04,7645,7645.5,7641.5,7644.6,33400,23588476,,,
NIFTY_F1,20150907,10:05,7647,7653.95,7645.8,7652.95,89050,23604776,,,
NIFTY_F1,20150907,10:06,7652.5,7654,7648.7,7654,39275,23604776,,,
NIFTY_F1,20150907,10:07,7654.85,7654.85,7645.65,7649.2,43250,23604776,,,
NIFTY_F1,20150907,10:08,7651.75,7653,7645.9,7647,29350,23606700,,,
NIFTY_F1,20150907,10:09,7646.9,7651.85,7645.55,7651.85,26100,23606700,,,
NIFTY_F1,20150907,10:10,7649.65,7649.75,7645,7645,17450,23606700,,,
NIFTY_F1,20150907,10:11,7644.8,7652,7644.55,7651,29550,23603876,,,
NIFTY_F1,20150907,10:12,7647.1,7653.9,7646.9,7651.95,22000,23603876,,,
NIFTY_F1,20150907,10:13,7652,7658,7652,7654.9,43450,23603876,,,
NIFTY_F1,20150907,10:14,7655,7658.05,7652.2,7657.45,25875,23606600,,,
NIFTY_F1,20150907,10:15,7657.65,7667.85,7655.9,7666.8,66050,23606600,,,
NIFTY_F1,20150907,10:16,7667,7674,7662.1,7669,66450,23606600,,,
NIFTY_F1,20150907,10:17,7669,7676,7666.95,7675.6,51550,23580400,,,
NIFTY_F1,20150907,10:18,7675.1,7676,7668.25,7674,41425,23580400,,,
NIFTY_F1,20150907,10:19,7672.7,7683.3,7672.6,7678,84750,23580400,,,
NIFTY_F1,20150907,10:20,7678,7678.45,7665.75,7669.6,54275,23578424,,,
NIFTY_F1,20150907,10:21,7669.6,7674.5,7669.55,7671,30225,23578424,,,
NIFTY_F1,20150907,10:22,7671.1,7673.45,7667,7667,30800,23578424,,,
NIFTY_F1,20150907,10:23,7667,7670,7666.25,7668.9,16775,23573276,,,
NIFTY_F1,20150907,10:24,7668,7671.75,7663.4,7671.05,25375,23573276,,,
NIFTY_F1,20150907,10:25,7671.2,7673.9,7665.9,7666,27950,23573276,,,
NIFTY_F1,20150907,10:26,7665.9,7673.8,7665.15,7673,39575,23577300,,,
NIFTY_F1,20150907,10:27,7672.7,7675,7670,7674,17275,23577300,,,
NIFTY_F1,20150907,10:28,7674.4,7675,7669,7675,29425,23577300,,,
NIFTY_F1,20150907,10:29,7673.05,7679,7671,7679,30725,23577724,,,
NIFTY_F1,20150907,10:30,7679,7681,7677,7677.15,24300,23577724,,,
NIFTY_F1,20150907,10:31,7677.05,7679,7675,7677,24700,23577724,,,
NIFTY_F1,20150907,10:32,7677,7678,7672.05,7672.85,16800,23564024,,,
NIFTY_F1,20150907,10:33,7672.9,7673.1,7667.1,7668,21350,23564024,,,
NIFTY_F1,20150907,10:34,7667.5,7667.65,7659.95,7661.5,37950,23564024,,,
NIFTY_F1,20150907,10:35,7660.35,7663.75,7658.4,7661.9,28050,23555500,,,
NIFTY_F1,20150907,10:36,7661,7663.4,7659,7660.75,23325,23555500,,,
NIFTY_F1,20150907,10:37,7661,7664.6,7659.75,7659.75,16125,23555500,,,
NIFTY_F1,20150907,10:38,7659,7667,7658,7666.5,27750,23524600,,,
NIFTY_F1,20150907,10:39,7666.5,7668,7662.6,7664,15475,23524600,,,
NIFTY_F1,20150907,10:40,7664,7665.95,7662.45,7665.9,9650,23524600,,,
NIFTY_F1,20150907,10:41,7665,7665.75,7660,7663,8550,23534150,,,
NIFTY_F1,20150907,10:42,7661.75,7664.25,7661.1,7663.05,10775,23534150,,,
NIFTY_F1,20150907,10:43,7664.4,7665.9,7662.15,7662.15,7875,23534150,,,
NIFTY_F1,20150907,10:44,7662.3,7669,7662.3,7668,16675,23532400,,,
NIFTY_F1,20150907,10:45,7666.5,7668,7662.4,7667.75,11175,23532400,,,
NIFTY_F1,20150907,10:46,7666.05,7669,7663.2,7663.35,6875,23532400,,,
NIFTY_F1,20150907,10:47,7663,7665.5,7661,7665.5,13150,23533024,,,
NIFTY_F1,20150907,10:48,7666.1,7667,7662,7662.85,9275,23533024,,,
